Year,NOC,Total,Gold,Historical_Medals,Total_Events,Total_Participants,Gender_Ratio,Is_Host
1984,SOM,0.0,0.0,0.0,6,7,1.0,0
1988,SOM,0.0,0.0,0.0,4,5,1.0,0
1996,SOM,0.0,0.0,0.0,4,4,1.0,0
2000,SOM,0.0,0.0,0.0,2,2,0.5,0
2004,SOM,0.0,0.0,0.0,2,2,0.5,0
2008,SOM,0.0,0.0,0.0,2,2,0.5,0
2012,SOM,0.0,0.0,0.0,2,2,0.5,0
2016,SOM,0.0,0.0,0.0,2,2,0.5,0
2020,SOM,0.0,0.0,0.0,2,2,0.5,0
2024,SOM,0.0,0.0,0.0,1,1,1.0,0
1912,SRB,0.0,0.0,0.0,2,2,1.0,0
1996,SRB,0.0,0.0,0.0,35,68,0.8676470588235294,0
2000,SRB,0.0,0.0,0.0,50,109,0.8440366972477065,0
2004,SRB,0.0,0.0,0.0,39,85,0.9176470588235294,0
2008,SRB,3.0,0.0,0.0,42,87,0.7241379310344828,0
2012,SRB,4.0,1.0,3.0,55,116,0.6896551724137931,0
2016,SRB,8.0,2.0,7.0,56,103,0.5631067961165048,0
2020,SRB,9.0,3.0,15.0,50,87,0.4942528735632184,0
2024,SRB,5.0,3.0,24.0,51,114,0.6140350877192983,0
1948,SRI,0.0,0.0,0.0,9,7,1.0,0
1952,SRI,0.0,0.0,0.0,7,5,1.0,0
1956,SRI,0.0,0.0,0.0,3,3,1.0,0
1960,SRI,0.0,0.0,0.0,5,5,1.0,0
1964,SRI,0.0,0.0,0.0,6,6,1.0,0
1968,SRI,0.0,0.0,0.0,3,3,1.0,0
1972,SRI,0.0,0.0,0.0,6,4,1.0,0
1980,SRI,0.0,0.0,0.0,1,4,1.0,0
1984,SRI,0.0,0.0,0.0,5,4,1.0,0
1988,SRI,0.0,0.0,0.0,9,6,0.6666666666666666,0
1992,SRI,0.0,0.0,0.0,16,11,0.45454545454545453,0
1996,SRI,0.0,0.0,0.0,9,9,0.5555555555555556,0
2000,SRI,1.0,0.0,0.0,16,18,0.5,0
2004,SRI,0.0,0.0,1.0,8,7,0.5714285714285714,0
2008,SRI,0.0,0.0,1.0,9,8,0.5,0
2012,SRI,0.0,0.0,1.0,8,7,0.5714285714285714,0
2016,SRI,0.0,0.0,1.0,10,9,0.7777777777777778,0
2020,SRI,0.0,0.0,1.0,13,9,0.4444444444444444,0
2024,SRI,0.0,0.0,1.0,6,6,0.5,0
2016,SSD,0.0,0.0,0.0,3,3,0.6666666666666666,0
2020,SSD,0.0,0.0,0.0,2,2,0.5,0
2024,SSD,0.0,0.0,0.0,3,14,0.9285714285714286,0
1996,STP,0.0,0.0,0.0,2,2,0.5,0
2000,STP,0.0,0.0,0.0,2,2,0.5,0
2004,STP,0.0,0.0,0.0,2,2,0.5,0
2008,STP,0.0,0.0,0.0,4,3,0.6666666666666666,0
2012,STP,0.0,0.0,0.0,2,2,0.5,0
2016,STP,0.0,0.0,0.0,3,3,0.6666666666666666,0
2020,STP,0.0,0.0,0.0,3,3,0.6666666666666666,0
2024,STP,0.0,0.0,0.0,3,3,0.3333333333333333,0
1960,SUD,0.0,0.0,0.0,10,10,1.0,0
1968,SUD,0.0,0.0,0.0,7,5,1.0,0
1972,SUD,0.0,0.0,0.0,15,26,1.0,0
1984,SUD,0.0,0.0,0.0,9,7,1.0,0
1988,SUD,0.0,0.0,0.0,8,8,1.0,0
1992,SUD,0.0,0.0,0.0,7,6,1.0,0
1996,SUD,0.0,0.0,0.0,4,4,1.0,0
2000,SUD,0.0,0.0,0.0,3,3,0.6666666666666666,0
2004,SUD,0.0,0.0,0.0,4,4,0.75,0
2008,SUD,1.0,0.0,0.0,8,9,0.5555555555555556,0
2012,SUD,0.0,0.0,1.0,5,6,0.6666666666666666,0
2016,SUD,0.0,0.0,1.0,6,6,0.6666666666666666,0
2020,SUD,0.0,0.0,1.0,5,5,0.6,0
2024,SUD,0.0,0.0,1.0,4,4,0.75,0
1896,SUI,3.0,1.0,0.0,5,3,1.0,0
1900,SUI,9.0,6.0,3.0,14,18,0.9444444444444444,0
1904,SUI,3.0,1.0,12.0,4,3,1.0,0
1906,SUI,0.0,0.0,15.0,14,9,1.0,0
1908,SUI,0.0,0.0,15.0,1,1,1.0,0
1912,SUI,0.0,0.0,15.0,3,7,1.0,0
1920,SUI,11.0,2.0,15.0,45,77,1.0,0
1924,SUI,25.0,7.0,26.0,74,141,0.9645390070921985,0
1928,SUI,15.0,7.0,51.0,70,133,0.9924812030075187,0
1932,SUI,1.0,0.0,66.0,9,7,1.0,0
1936,SUI,18.0,4.0,67.0,102,190,0.968421052631579,0
1948,SUI,20.0,5.0,85.0,98,186,0.956989247311828,0
1952,SUI,14.0,2.0,105.0,96,157,0.9426751592356688,0
1956,SUI,1.0,0.0,119.0,6,9,1.0,0
1960,SUI,6.0,0.0,120.0,90,149,0.9865771812080537,0
1964,SUI,4.0,1.0,126.0,51,66,0.9848484848484849,0
1968,SUI,5.0,0.0,130.0,68,85,0.9529411764705882,0
1972,SUI,3.0,0.0,135.0,116,151,0.8079470198675497,0
1976,SUI,4.0,1.0,138.0,41,50,0.94,0
1980,SUI,2.0,2.0,142.0,45,73,0.9178082191780822,0
1984,SUI,8.0,0.0,144.0,91,129,0.7906976744186046,0
1988,SUI,4.0,0.0,152.0,83,99,0.7272727272727273,0
1992,SUI,1.0,1.0,156.0,80,102,0.7156862745098039,0
1996,SUI,7.0,4.0,157.0,83,115,0.6260869565217392,0
2000,SUI,9.0,1.0,164.0,82,102,0.6274509803921569,0
2004,SUI,5.0,1.0,173.0,83,98,0.6020408163265306,0
2008,SUI,7.0,2.0,178.0,75,83,0.5662650602409639,0
2012,SUI,4.0,2.0,185.0,71,98,0.7142857142857143,0
2016,SUI,7.0,3.0,189.0,80,102,0.5588235294117647,0
2020,SUI,13.0,3.0,196.0,98,116,0.5086206896551724,0
2024,SUI,8.0,1.0,209.0,101,137,0.5182481751824818,0
1968,SUR,0.0,0.0,0.0,1,1,1.0,0
1972,SUR,0.0,0.0,0.0,3,2,1.0,0
1976,SUR,0.0,0.0,0.0,4,3,1.0,0
1984,SUR,0.0,0.0,0.0,7,5,1.0,0
1988,SUR,1.0,1.0,0.0,10,6,0.6666666666666666,0
1992,SUR,1.0,0.0,1.0,7,6,0.8333333333333334,0
1996,SUR,0.0,0.0,2.0,11,7,0.7142857142857143,0
2000,SUR,0.0,0.0,2.0,5,4,0.5,0
2004,SUR,0.0,0.0,2.0,4,4,0.5,0
2008,SUR,0.0,0.0,2.0,4,4,0.5,0
2012,SUR,0.0,0.0,2.0,5,5,0.6,0
2016,SUR,0.0,0.0,2.0,6,6,0.6666666666666666,0
2020,SUR,0.0,0.0,2.0,5,3,1.0,0
2024,SUR,0.0,0.0,2.0,6,5,0.8,0
1996,SVK,3.0,1.0,0.0,69,71,0.8169014084507042,0
2000,SVK,5.0,1.0,3.0,63,108,0.75,0
2004,SVK,6.0,2.0,8.0,59,64,0.75,0
2008,SVK,6.0,3.0,14.0,54,57,0.6140350877192983,0
2012,SVK,4.0,0.0,20.0,52,47,0.5531914893617021,0
2016,SVK,4.0,2.0,24.0,49,51,0.6274509803921569,0
2020,SVK,4.0,1.0,28.0,44,41,0.6585365853658537,0
2024,SVK,1.0,0.0,32.0,31,28,0.5,0
1896,SWE,0.0,0.0,0.0,5,1,1.0,0
1900,SWE,1.0,0.0,0.0,16,10,1.0,0
1906,SWE,0.0,0.0,1.0,37,38,1.0,0
1908,SWE,25.0,8.0,1.0,67,164,0.9817073170731707,0
1912,SWE,65.0,23.0,26.0,95,434,0.9470046082949308,1
1920,SWE,64.0,19.0,91.0,100,256,0.94921875,0
1924,SWE,29.0,4.0,155.0,84,157,0.9171974522292994,0
1928,SWE,25.0,7.0,184.0,66,100,0.87,0
1932,SWE,24.0,10.0,209.0,51,81,0.9629629629629629,0
1936,SWE,21.0,6.0,233.0,84,169,0.9526627218934911,0
1948,SWE,44.0,16.0,254.0,100,180,0.8944444444444445,0
1952,SWE,35.0,12.0,298.0,124,205,0.8878048780487805,0
1956,SWE,19.0,8.0,333.0,80,97,0.8556701030927835,0
1960,SWE,6.0,1.0,352.0,100,133,0.8571428571428571,0
1964,SWE,8.0,2.0,358.0,72,94,0.8085106382978723,0
1968,SWE,4.0,2.0,366.0,95,100,0.86,0
1972,SWE,16.0,4.0,370.0,90,131,0.7938931297709924,0
1976,SWE,5.0,4.0,386.0,90,116,0.853448275862069,0
1980,SWE,12.0,3.0,391.0,102,144,0.8402777777777778,0
1984,SWE,19.0,2.0,403.0,138,172,0.7558139534883721,0
1988,SWE,11.0,0.0,422.0,113,182,0.8021978021978022,0
1992,SWE,12.0,1.0,433.0,121,185,0.7675675675675676,0
1996,SWE,8.0,2.0,445.0,109,176,0.6306818181818182,0
2000,SWE,12.0,4.0,453.0,92,150,0.6533333333333333,0
2004,SWE,7.0,4.0,465.0,79,114,0.5350877192982456,0
2008,SWE,5.0,0.0,472.0,81,123,0.4065040650406504,0
2012,SWE,8.0,1.0,477.0,81,133,0.41353383458646614,0
2016,SWE,11.0,2.0,485.0,79,150,0.4266666666666667,0
2020,SWE,9.0,3.0,496.0,80,136,0.41911764705882354,0
2024,SWE,11.0,4.0,505.0,83,125,0.472,0
1972,SWZ,0.0,0.0,0.0,4,2,1.0,0
1984,SWZ,0.0,0.0,0.0,11,8,1.0,0
1988,SWZ,0.0,0.0,0.0,11,11,1.0,0
1992,SWZ,0.0,0.0,0.0,10,6,1.0,0
1996,SWZ,0.0,0.0,0.0,5,6,0.8333333333333334,0
2000,SWZ,0.0,0.0,0.0,6,6,0.6666666666666666,0
2004,SWZ,0.0,0.0,0.0,3,3,0.6666666666666666,0
2008,SWZ,0.0,0.0,0.0,4,4,0.5,0
2012,SWZ,0.0,0.0,0.0,3,3,0.6666666666666666,0
2016,SWZ,0.0,0.0,0.0,2,2,0.5,0
2020,SWZ,0.0,0.0,0.0,4,4,0.75,0
2024,SWZ,0.0,0.0,0.0,3,3,0.6666666666666666,0
1948,SYR,0.0,0.0,0.0,1,1,1.0,0
1968,SYR,0.0,0.0,0.0,2,2,1.0,0
1972,SYR,0.0,0.0,0.0,4,5,0.8,0
1980,SYR,0.0,0.0,0.0,55,67,0.9701492537313433,0
1984,SYR,1.0,0.0,0.0,9,9,1.0,0
1988,SYR,0.0,0.0,1.0,13,13,1.0,0
1992,SYR,0.0,0.0,1.0,9,8,0.875,0
1996,SYR,1.0,1.0,1.0,8,7,0.8571428571428571,0
2000,SYR,0.0,0.0,2.0,7,8,0.75,0
2004,SYR,1.0,0.0,2.0,6,6,0.8333333333333334,0
2008,SYR,0.0,0.0,3.0,7,7,0.8571428571428571,0
2012,SYR,0.0,0.0,3.0,10,10,0.6,0
2016,SYR,0.0,0.0,3.0,7,7,0.5714285714285714,0
2020,SYR,1.0,0.0,3.0,6,6,0.8333333333333334,0
2024,SYR,0.0,0.0,4.0,10,6,0.8333333333333334,0
1964,TAN,0.0,0.0,0.0,4,4,1.0,0
1968,TAN,0.0,0.0,0.0,5,4,1.0,0
1972,TAN,0.0,0.0,0.0,16,15,1.0,0
1980,TAN,2.0,0.0,0.0,22,41,0.8780487804878049,0
1984,TAN,0.0,0.0,2.0,14,18,0.8888888888888888,0
1988,TAN,0.0,0.0,2.0,9,10,1.0,0
1992,TAN,0.0,0.0,2.0,7,9,1.0,0
1996,TAN,0.0,0.0,2.0,5,7,0.8571428571428571,0
2000,TAN,0.0,0.0,2.0,2,4,0.75,0
2004,TAN,0.0,0.0,2.0,6,8,0.75,0
2008,TAN,0.0,0.0,2.0,6,9,0.7777777777777778,0
2012,TAN,0.0,0.0,2.0,5,6,0.6666666666666666,0
2016,TAN,0.0,0.0,2.0,5,7,0.7142857142857143,0
2020,TAN,0.0,0.0,2.0,2,3,0.6666666666666666,0
2024,TAN,0.0,0.0,2.0,5,7,0.5714285714285714,0
1920,TCH,2.0,0.0,0.0,53,119,0.9915966386554622,0
1924,TCH,10.0,1.0,2.0,75,133,0.9699248120300752,0
1928,TCH,9.0,2.0,12.0,51,69,0.9855072463768116,0
1932,TCH,6.0,1.0,21.0,15,25,1.0,0
1936,TCH,9.0,3.0,27.0,102,189,0.9259259259259259,0
1948,TCH,11.0,6.0,36.0,57,87,0.8390804597701149,0
1952,TCH,13.0,7.0,47.0,70,99,0.8686868686868687,0
1956,TCH,6.0,1.0,60.0,54,63,0.8095238095238095,0
1960,TCH,8.0,3.0,66.0,75,116,0.853448275862069,0
1964,TCH,14.0,5.0,74.0,64,104,0.9134615384615384,0
1968,TCH,13.0,7.0,88.0,66,121,0.7768595041322314,0
1972,TCH,8.0,2.0,101.0,93,181,0.8011049723756906,0
1976,TCH,8.0,2.0,109.0,79,163,0.7668711656441718,0
1980,TCH,14.0,2.0,117.0,114,209,0.7751196172248804,0
1988,TCH,8.0,3.0,131.0,97,163,0.6748466257668712,0
1992,TCH,7.0,4.0,139.0,121,208,0.7019230769230769,0
1984,TGA,0.0,0.0,0.0,7,7,1.0,0
1988,TGA,0.0,0.0,0.0,7,5,0.8,0
1992,TGA,0.0,0.0,0.0,5,5,1.0,0
1996,TGA,1.0,0.0,0.0,5,5,0.8,0
2000,TGA,0.0,0.0,1.0,3,3,0.6666666666666666,0
2004,TGA,0.0,0.0,1.0,5,5,0.8,0
2008,TGA,0.0,0.0,1.0,3,3,0.6666666666666666,0
2012,TGA,0.0,0.0,1.0,3,3,0.6666666666666666,0
2016,TGA,0.0,0.0,1.0,7,7,0.5714285714285714,0
2020,TGA,0.0,0.0,1.0,6,6,0.5,0
2024,TGA,0.0,0.0,1.0,4,4,0.5,0
1952,THA,0.0,0.0,0.0,7,8,1.0,0
1956,THA,0.0,0.0,0.0,14,35,1.0,0
1960,THA,0.0,0.0,0.0,16,20,1.0,0
1964,THA,0.0,0.0,0.0,41,54,0.8703703703703703,0
1968,THA,0.0,0.0,0.0,18,41,1.0,0
1972,THA,0.0,0.0,0.0,21,33,1.0,0
1976,THA,1.0,0.0,0.0,33,42,0.9285714285714286,0
1984,THA,1.0,0.0,1.0,25,35,0.7142857142857143,0
1988,THA,1.0,0.0,2.0,12,14,0.8571428571428571,0
1992,THA,1.0,0.0,3.0,47,46,0.5,0
1996,THA,2.0,1.0,4.0,42,37,0.6756756756756757,0
2000,THA,3.0,1.0,6.0,51,52,0.6538461538461539,0
2004,THA,8.0,3.0,9.0,46,42,0.5714285714285714,0
2008,THA,6.0,2.0,17.0,43,47,0.46808510638297873,0
2012,THA,4.0,0.0,23.0,37,37,0.5135135135135135,0
2016,THA,6.0,2.0,27.0,45,54,0.48148148148148145,0
2020,THA,2.0,1.0,33.0,34,41,0.36585365853658536,0
2024,THA,6.0,1.0,35.0,46,52,0.46153846153846156,0
1996,TJK,0.0,0.0,0.0,8,8,0.75,0
2000,TJK,0.0,0.0,0.0,4,4,0.5,0
2004,TJK,0.0,0.0,0.0,9,9,0.5555555555555556,0
2008,TJK,2.0,0.0,0.0,16,15,0.8,0
2012,TJK,1.0,0.0,2.0,16,16,0.8125,0
2016,TJK,1.0,1.0,3.0,7,7,0.7142857142857143,0
2020,TJK,0.0,0.0,4.0,10,10,0.9,0
2024,TJK,3.0,0.0,4.0,14,14,0.7857142857142857,0
1996,TKM,0.0,0.0,0.0,7,7,0.5714285714285714,0
2000,TKM,0.0,0.0,0.0,8,8,0.5,0
2004,TKM,0.0,0.0,0.0,10,9,0.6666666666666666,0
2008,TKM,0.0,0.0,0.0,9,10,0.6,0
2012,TKM,0.0,0.0,0.0,10,10,0.7,0
2016,TKM,0.0,0.0,0.0,9,9,0.4444444444444444,0
2020,TKM,1.0,0.0,0.0,10,9,0.5555555555555556,0
2024,TKM,0.0,0.0,1.0,6,6,0.5,0
2004,TLS,0.0,0.0,0.0,2,2,0.5,0
2008,TLS,0.0,0.0,0.0,1,1,0.0,0
2012,TLS,0.0,0.0,0.0,2,2,0.5,0
2016,TLS,0.0,0.0,0.0,3,3,0.3333333333333333,0
2020,TLS,0.0,0.0,0.0,3,3,0.6666666666666666,0
2024,TLS,0.0,0.0,0.0,4,4,0.5,0
1972,TOG,0.0,0.0,0.0,5,7,1.0,0
1984,TOG,0.0,0.0,0.0,6,6,1.0,0
1988,TOG,0.0,0.0,0.0,6,6,1.0,0
1992,TOG,0.0,0.0,0.0,5,6,1.0,0
1996,TOG,0.0,0.0,0.0,4,5,1.0,0
2000,TOG,0.0,0.0,0.0,3,3,0.6666666666666666,0
2004,TOG,0.0,0.0,0.0,3,3,0.6666666666666666,0
2008,TOG,1.0,0.0,0.0,4,4,0.75,0
2012,TOG,0.0,0.0,1.0,6,6,0.6666666666666666,0
2016,TOG,0.0,0.0,1.0,5,5,0.4,0
2020,TOG,0.0,0.0,1.0,4,4,0.75,0
2024,TOG,0.0,0.0,1.0,5,5,0.4,0
1956,TPE,0.0,0.0,0.0,13,20,1.0,0
1960,TPE,1.0,0.0,0.0,18,27,0.8888888888888888,0
1964,TPE,0.0,0.0,1.0,46,40,0.925,0
1968,TPE,1.0,0.0,1.0,57,43,0.813953488372093,0
1972,TPE,0.0,0.0,2.0,41,21,0.7142857142857143,0
1984,TPE,1.0,0.0,2.0,40,38,0.8157894736842105,0
1988,TPE,0.0,0.0,3.0,84,61,0.7049180327868853,0
1992,TPE,1.0,0.0,3.0,15,31,0.7419354838709677,0
1996,TPE,1.0,0.0,4.0,63,74,0.43243243243243246,0
2000,TPE,5.0,0.0,5.0,59,55,0.38181818181818183,0
2004,TPE,5.0,2.0,10.0,52,88,0.5568181818181818,0
2008,TPE,4.0,1.0,15.0,41,79,0.5443037974683544,0
2012,TPE,2.0,1.0,19.0,40,44,0.4318181818181818,0
2016,TPE,3.0,1.0,21.0,46,55,0.4727272727272727,0
2020,TPE,12.0,2.0,24.0,67,68,0.4852941176470588,0
2024,TPE,7.0,2.0,36.0,52,60,0.43333333333333335,0
1948,TTO,1.0,0.0,0.0,9,5,1.0,0
1952,TTO,2.0,0.0,1.0,2,2,1.0,0
1956,TTO,0.0,0.0,3.0,7,6,1.0,0
1964,TTO,3.0,0.0,3.0,10,13,1.0,0
1968,TTO,0.0,0.0,6.0,14,19,1.0,0
1972,TTO,0.0,0.0,6.0,16,19,0.9473684210526315,0
1976,TTO,1.0,1.0,6.0,10,13,1.0,0
1980,TTO,0.0,0.0,7.0,5,9,1.0,0
1984,TTO,0.0,0.0,7.0,14,16,0.6875,0
1988,TTO,0.0,0.0,7.0,9,6,0.6666666666666666,0
1992,TTO,0.0,0.0,7.0,7,7,1.0,0
1996,TTO,2.0,0.0,7.0,14,12,0.6666666666666666,0
2000,TTO,2.0,0.0,9.0,18,19,0.7368421052631579,0
2004,TTO,1.0,0.0,11.0,18,19,0.5263157894736842,0
2008,TTO,2.0,1.0,12.0,19,28,0.6071428571428571,0
2012,TTO,4.0,1.0,14.0,22,25,0.72,0
2016,TTO,1.0,0.0,18.0,24,28,0.6428571428571429,0
2020,TTO,0.0,0.0,19.0,25,33,0.6060606060606061,0
2024,TTO,0.0,0.0,19.0,12,17,0.5882352941176471,0
1960,TUN,0.0,0.0,0.0,22,42,1.0,0
1964,TUN,2.0,0.0,0.0,9,9,1.0,0
1968,TUN,2.0,1.0,2.0,7,7,1.0,0
1972,TUN,1.0,0.0,4.0,11,35,1.0,0
1976,TUN,0.0,0.0,5.0,5,15,0.9333333333333333,0
1984,TUN,0.0,0.0,5.0,17,23,0.9565217391304348,0
1988,TUN,0.0,0.0,5.0,14,41,0.9512195121951219,0
1992,TUN,0.0,0.0,5.0,13,13,0.8461538461538461,0
1996,TUN,1.0,0.0,5.0,24,51,0.8823529411764706,0
2000,TUN,0.0,0.0,6.0,34,47,0.851063829787234,0
2004,TUN,0.0,0.0,6.0,37,54,0.8148148148148148,0
2008,TUN,1.0,1.0,6.0,28,26,0.5384615384615384,0
2012,TUN,3.0,2.0,7.0,50,83,0.7590361445783133,0
2016,TUN,3.0,0.0,10.0,47,61,0.6721311475409836,0
2020,TUN,2.0,1.0,13.0,51,63,0.5396825396825397,0
2024,TUN,3.0,1.0,15.0,29,26,0.46153846153846156,0
1906,TUR,0.0,0.0,0.0,2,1,1.0,0
1912,TUR,0.0,0.0,0.0,7,2,1.0,0
1924,TUR,0.0,0.0,0.0,11,22,1.0,0
1928,TUR,0.0,0.0,0.0,17,31,1.0,0
1932,TUR,0.0,0.0,0.0,1,1,1.0,0
1936,TUR,2.0,1.0,0.0,26,48,0.9583333333333334,0
1948,TUR,12.0,6.0,2.0,42,58,0.9827586206896551,0
1952,TUR,3.0,2.0,14.0,31,51,1.0,0
1956,TUR,7.0,3.0,17.0,20,19,1.0,0
1960,TUR,9.0,7.0,24.0,41,49,0.9387755102040817,0
1964,TUR,6.0,2.0,33.0,24,23,1.0,0
1968,TUR,2.0,2.0,39.0,29,29,1.0,0
1972,TUR,1.0,0.0,41.0,43,43,0.9767441860465116,0
1976,TUR,0.0,0.0,42.0,27,27,0.9629629629629629,0
1984,TUR,3.0,0.0,42.0,49,46,0.9782608695652174,0
1988,TUR,2.0,1.0,45.0,40,41,0.8780487804878049,0
1992,TUR,6.0,2.0,47.0,43,41,0.8780487804878049,0
1996,TUR,6.0,4.0,53.0,55,53,0.8301886792452831,0
2000,TUR,5.0,3.0,59.0,58,57,0.7368421052631579,0
2004,TUR,10.0,3.0,64.0,65,64,0.6875,0
2008,TUR,5.0,1.0,74.0,67,67,0.7164179104477612,0
2012,TUR,3.0,1.0,79.0,80,112,0.42857142857142855,0
2016,TUR,8.0,1.0,82.0,88,100,0.53,0
2020,TUR,13.0,2.0,90.0,95,107,0.5327102803738317,0
2024,TUR,8.0,0.0,103.0,90,101,0.46534653465346537,0
2008,TUV,0.0,0.0,0.0,3,3,0.6666666666666666,0
2012,TUV,0.0,0.0,0.0,3,3,0.6666666666666666,0
2016,TUV,0.0,0.0,0.0,1,1,1.0,0
2020,TUV,0.0,0.0,0.0,2,2,0.5,0
2024,TUV,0.0,0.0,0.0,2,2,0.5,0
1984,UAE,0.0,0.0,0.0,8,7,1.0,0
1988,UAE,0.0,0.0,0.0,15,12,1.0,0
1992,UAE,0.0,0.0,0.0,19,13,1.0,0
1996,UAE,0.0,0.0,0.0,4,4,1.0,0
2000,UAE,0.0,0.0,0.0,5,4,1.0,0
2004,UAE,1.0,1.0,0.0,5,4,1.0,0
2008,UAE,0.0,0.0,1.0,9,8,0.75,0
2012,UAE,0.0,0.0,1.0,9,26,0.9230769230769231,0
2016,UAE,1.0,0.0,1.0,11,12,0.75,0
2020,UAE,0.0,0.0,2.0,5,5,1.0,0
2024,UAE,0.0,0.0,2.0,12,13,0.6923076923076923,0
1956,UGA,0.0,0.0,0.0,5,3,1.0,0
1960,UGA,0.0,0.0,0.0,11,10,1.0,0
1964,UGA,0.0,0.0,0.0,14,13,0.8461538461538461,0
1968,UGA,2.0,0.0,0.0,14,11,1.0,0
1972,UGA,2.0,1.0,2.0,19,33,0.9393939393939394,0
1980,UGA,1.0,0.0,4.0,12,13,1.0,0
1984,UGA,0.0,0.0,5.0,24,26,0.9230769230769231,0
1988,UGA,0.0,0.0,5.0,22,24,0.8333333333333334,0
1992,UGA,0.0,0.0,5.0,9,8,0.75,0
1996,UGA,1.0,0.0,5.0,9,10,0.7,0
2000,UGA,0.0,0.0,6.0,13,13,0.6923076923076923,0
2004,UGA,0.0,0.0,6.0,10,11,0.8181818181818182,0
2008,UGA,0.0,0.0,6.0,10,11,0.8181818181818182,0
2012,UGA,1.0,1.0,6.0,12,15,0.7333333333333333,0
2016,UGA,0.0,0.0,7.0,14,21,0.6666666666666666,0
2020,UGA,4.0,2.0,7.0,18,25,0.48,0
2024,UGA,2.0,1.0,11.0,16,25,0.48,0
1996,UKR,23.0,9.0,0.0,148,231,0.6320346320346321,0
2000,UKR,23.0,3.0,23.0,185,230,0.6043478260869565,0
2004,UKR,22.0,8.0,46.0,175,239,0.5188284518828452,0
2008,UKR,22.0,7.0,68.0,177,243,0.522633744855967,0
2012,UKR,19.0,5.0,90.0,174,230,0.5173913043478261,0
2016,UKR,11.0,2.0,109.0,142,204,0.4264705882352941,0
2020,UKR,19.0,1.0,120.0,126,153,0.42483660130718953,0
2024,UKR,12.0,3.0,139.0,106,141,0.5106382978723404,0
1912,UNK,0.0,0.0,0.0,1,2,1.0,0
1952,URS,71.0,22.0,0.0,141,295,0.864406779661017,0
1956,URS,98.0,37.0,71.0,141,281,0.8612099644128114,0
1960,URS,103.0,43.0,169.0,145,283,0.823321554770318,0
1964,URS,96.0,30.0,272.0,154,316,0.8006329113924051,0
1968,URS,91.0,29.0,368.0,164,311,0.7877813504823151,0
1972,URS,99.0,50.0,459.0,180,371,0.8032345013477089,0
1976,URS,125.0,49.0,558.0,189,408,0.6936274509803921,0
1980,URS,195.0,80.0,683.0,202,488,0.6967213114754098,1
1988,URS,132.0,55.0,878.0,221,479,0.6638830897703549,0
1924,URU,1.0,1.0,0.0,11,26,1.0,0
1928,URU,1.0,1.0,1.0,1,17,1.0,0
1932,URU,1.0,0.0,2.0,2,2,1.0,0
1936,URU,0.0,0.0,3.0,15,37,1.0,0
1948,URU,2.0,0.0,3.0,32,61,0.9836065573770492,0
1952,URU,2.0,0.0,5.0,16,32,0.96875,0
1956,URU,1.0,0.0,7.0,8,21,1.0,0
1960,URU,0.0,0.0,8.0,15,34,1.0,0
1964,URU,1.0,0.0,8.0,8,23,1.0,0
1968,URU,0.0,0.0,9.0,31,27,0.7777777777777778,0
1972,URU,0.0,0.0,9.0,12,13,0.7692307692307693,0
1976,URU,0.0,0.0,9.0,9,9,0.7777777777777778,0
1984,URU,0.0,0.0,9.0,11,18,0.9444444444444444,0
1988,URU,0.0,0.0,9.0,14,15,0.9333333333333333,0
1992,URU,0.0,0.0,9.0,15,16,1.0,0
1996,URU,0.0,0.0,9.0,14,14,0.8571428571428571,0
2000,URU,1.0,0.0,9.0,16,15,0.8,0
2004,URU,0.0,0.0,10.0,16,15,0.8666666666666667,0
2008,URU,0.0,0.0,10.0,12,12,0.75,0
2012,URU,0.0,0.0,10.0,11,27,0.8888888888888888,0
2016,URU,0.0,0.0,10.0,14,17,0.7058823529411765,0
2020,URU,0.0,0.0,10.0,9,11,0.5454545454545454,0
2024,URU,0.0,0.0,10.0,13,27,0.8518518518518519,0
1896,USA,20.0,11.0,0.0,16,14,1.0,0
1900,USA,48.0,19.0,20.0,41,75,0.9066666666666666,0
1904,USA,231.0,76.0,68.0,95,518,0.9884169884169884,1
1906,USA,0.0,0.0,299.0,28,38,1.0,0
1908,USA,47.0,23.0,299.0,52,119,1.0,0
1912,USA,64.0,26.0,346.0,68,172,1.0,0
1920,USA,95.0,41.0,410.0,113,285,0.9508771929824561,0
1924,USA,99.0,45.0,505.0,108,297,0.9191919191919192,0
1928,USA,56.0,22.0,604.0,96,277,0.8411552346570397,0
1932,USA,110.0,44.0,660.0,122,463,0.8401727861771058,1
1936,USA,57.0,24.0,770.0,127,352,0.8693181818181818,0
1948,USA,84.0,38.0,827.0,126,289,0.8685121107266436,0
1952,USA,76.0,40.0,911.0,133,279,0.8530465949820788,0
1956,USA,74.0,32.0,987.0,144,300,0.8433333333333334,0
1960,USA,71.0,34.0,1061.0,147,289,0.8235294117647058,0
1964,USA,90.0,36.0,1132.0,159,344,0.7703488372093024,0
1968,USA,107.0,45.0,1222.0,167,355,0.7661971830985915,0
1972,USA,94.0,33.0,1329.0,185,397,0.7884130982367759,0
1976,USA,94.0,34.0,1423.0,189,391,0.6982097186700768,0
1984,USA,174.0,83.0,1517.0,217,519,0.6473988439306358,1
1988,USA,94.0,36.0,1691.0,230,526,0.629277566539924,0
1992,USA,108.0,37.0,1785.0,248,540,0.6481481481481481,0
